製品区分,製品コード,製造指示番号,手配区分名,製番,納期,指示数,単位名,受入数,製番ステータス区分,備考,登録日,手配区分,商品コード,商品名,規格,型式,図番,品種分類コード,品種分類名,品種コード,品種名,張地種別,型紙区分１,型紙区分２,張地番号１,張地番号２,張地幅１,張地幅２,ファスナー色１,ファスナー色２,マジックテープ色１,マジックテープ色２,糸番１,糸番２,洗濯表示１,洗濯表示２,品番,仕様,ピース,パーツ,木色,特区
N264    AN,N264    AN 20           28/2520       1,SZS000006725,製番手配入力,JUC000001936-02,2019/12/24,1,ﾋﾟｰｽ,0,0,1:ﾄﾗｲｱﾙ脚,2019/11/18,5,N264    0002602,ﾌｨﾅﾝｼｪ 2Pｱｰﾑﾚｽｿﾌｧ,N264    AN 20           28/2520       1,,,1,製品,0011,ソファ,布,GR,,28/2520,,1.37000,,BE,,BE,,1000,,B,,N264,AN,20,,,1
N264    AN,N264    AN 41           38/6177        1,SZS000002846,製番手配入力,JUC000000529-01,2020/01/06,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,N264    0002524,ﾌｨﾅﾝｼｪ ｱｰﾑﾚｽｿﾌｧ,N264    AN 41           38/6177        1,,,1,製品,0011,ソファ,布,G,,38/6177,,1.40000,,BE,,BE,,1000,,B,,N264,AN,41,,,1
N264    AN,N264    AN 42           T7188         1,SZS000006818,製番手配入力,JUC000001946-03,2019/12/16,1,ﾋﾟｰｽ,0,0,1:ﾄﾗｲｱﾙ脚,2019/11/18,5,N264    0002605,ﾌｨﾅﾝｼｪ ｱｰﾑﾚｽｿﾌｧ,N264    AN 42           T7188         1,,,1,製品,0011,ソファ,布,G-R,,T7188,,1.40000,,BL,,BL,,1017,,,,N264,AN,42,,,1
N264    AN,N264    AN 49L          22/5600        1,SZS000004050,製番手配入力,JUC000001035-01,2019/12/24,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,N264    0001704,ﾌｨﾅﾝｼｪ ｶｳﾁL,N264    AN 49L          22/5600        1,,,1,製品,0011,ソファ,布,G,,22/5600,,1.37000,,BE,,BE,,1022,,C,,N264,AN,49L,,,1
N264    AN,N264    AN 49L          38/6178        1,SZS000006697,製番手配入力,JUC000001935-01,2019/12/14,1,ﾋﾟｰｽ,0,0,UG ﾄﾗｲｱﾙ脚,2019/11/18,5,N264    0001724,ﾌｨﾅﾝｼｪ ｶｳﾁL,N264    AN 49L          38/6178        1,,,1,製品,0011,ソファ,布,G,,38/6178,,1.40000,,BE,,BE,,1000,,B,,N264,AN,49L,,,1
N264    AN,N264    AN 49S          28/2520        1,SZS000006719,製番手配入力,JUC000001936-01,2019/12/24,1,ﾋﾟｰｽ,0,0,UG　1:ﾄﾗｲｱﾙ脚,2019/11/18,5,N264    0002095,ﾌｨﾅﾝｼｪ ｶｳﾁS,N264    AN 49S          28/2520        1,,,1,製品,0011,ソファ,布,GR,,28/2520,,1.37000,,BE,,BE,,1000,,B,,N264,AN,49S,,,1
N264    AN,N264    AN 49S          38/2690        1,SZS000003878,製番手配入力,JUC000000980-02,2020/01/20,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,N264    0001817,ﾌｨﾅﾝｼｪ ｶｳﾁS,N264    AN 49S          38/2690        1,,,1,製品,0011,ソファ,布,G,,38/2690,,1.40000,,BE,,BE,,1004,,B,,N264,AN,49S,,,1
N264    AN,N264    AN 49S          MYS/PUT        1,SZS000003273,製番手配入力,JUC000000668-01,2020/02/29,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,N264    0002572,ﾌｨﾅﾝｼｪ ｶｳﾁS,N264    AN 49S          MYS/PUT        1,,,1,製品,0011,ソファ,布,GR,,MYS/PUT,,1.37000,,BE,,BE,,104,,,,N264,AN,49S,,,1
N264    AN,N264    AN 49S          T7183          1,SZS000005747,製番手配入力,JUC000001778-01,2019/12/16,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,N264    0002214,ﾌｨﾅﾝｼｪ ｶｳﾁS,N264    AN 49S          T7183          1,,,1,製品,0011,ソファ,布,G-R,,T7183,,1.40000,,BL,,BL,,1017,,,,N264,AN,49S,,,1
N264    AN,N264    AN 50L          22/2601        1,SZS000003205,製番手配入力,JUC000000656-01,2020/01/07,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,N264    0002562,ﾌｨﾅﾝｼｪ ｶｳﾁL,N264    AN 50L          22/2601        1,,,1,製品,0011,ソファ,布,G,,22/2601,,1.37000,,BE,,BE,,104,,D,,N264,AN,50L,,,1
N264    AN,N264    AN 50S          22/5509        1,SZS000002683,製番手配入力,JUC000000455-02,2020/01/10,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,N264    0001660,ﾌｨﾅﾝｼｪ ｶｳﾁS,N264    AN 50S          22/5509        1,,,1,製品,0011,ソファ,布,G,,22/5509,,1.37000,,BE,,BE,,1000,,C,,N264,AN,50S,,,1
N264    AN,N264    AN 50S          48/6009        1,SZS000005578,製番手配入力,JUC000001707-01,2019/12/02,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,N264    0001906,ﾌｨﾅﾝｼｪ ｶｳﾁS,N264    AN 50S          48/6009        1,,,1,製品,0011,ソファ,布,G,,48/6009,,1.40000,,BE,,BE,,1000,,B,,N264,AN,50S,,,1
N264    AN,N264    AN 50S          VER/PEA        1,SZS000005372,製番手配入力,JUC000001644-02,2020/02/03,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,N264    0002190,ﾌｨﾅﾝｼｪ ｶｳﾁS,N264    AN 50S          VER/PEA        1,,,1,製品,0011,ソファ,布,G,,VER/PEA,,1.37000,,BR,,,,1017,,,,N264,AN,50S,,,1
N264    AN,N264    AN 50S          VER/PEA        1,SZS000005492,製番手配入力,JUC000001684-02,2019/11/29,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,N264    0002190,ﾌｨﾅﾝｼｪ ｶｳﾁS,N264    AN 50S          VER/PEA        1,,,1,製品,0011,ソファ,布,G,,VER/PEA,,1.37000,,BR,,,,1017,,,,N264,AN,50S,,,1
N264    BN,N264    BN 49S      NA  22/5600,SZS000001278,製番手配入力,JUC000000141-01,2019/12/04,1,ﾋﾟｰｽ,0,0,UG,2019/11/06,5,N264    0002590,ﾌｨﾅﾝｼｪ ｶｳﾁS,N264    BN 49S      NA  22/5600,,,1,製品,0011,ソファ,布,G,,22/5600,,1.37000,,BE,,BE,,1022,,C,,N264,BN,49S,,NA,
N264    BN,N264    BN 50S      DB  18/5169,SZS000004108,製番手配入力,JUC000001045-02,2019/12/19,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,N264    0002224,ﾌｨﾅﾝｼｪ ｶｳﾁS,N264    BN 50S      DB  18/5169,,,1,製品,0011,ソファ,布,G,,18/5169,,1.37000,,BE,,BE,,1022,,E,,N264,BN,50S,,DB,
N338,N338       07       BW  22/5507,SZS000006214,製番手配入力,JUC000001891-01,2019/12/09,1,ﾋﾟｰｽ,0,0,UG,2019/11/18,5,N338    0000001,ﾘﾄｽ 2Pｶﾀﾋｼﾞｿﾌｧ,N338       07       BW  22/5507,,,1,製品,0011,ソファ,布,G,,22/5507,,1.37000,,BL,,BL,,1017,,C,,N338,,07,,BW,
N338,N338       118      BW  22/5507,SZS000006220,製番手配入力,JUC000001891-02,2019/12/09,1,ﾋﾟｰｽ,0,0,,2019/11/18,5,N338    0000042,ﾘﾄｽ ｽｸｴｱｶｳﾁｿﾌｧ,N338       118      BW  22/5507,,,1,製品,0011,ソファ,布,G,,22/5507,,1.37000,,BL,,BL,,1017,,C,,N338,,118,,BW,
N338,N338       36           22/5507,SZS000006226,製番手配入力,JUC000001891-03,2019/12/09,2,ﾋﾟｰｽ,0,0,,2019/11/18,5,N338    0000002,ﾘﾄｽ 背ｸｯｼｮﾝ,N338       36           22/5507,,,1,製品,0011,ソファ,布,G,,22/5507,,1.37000,,BL,,BL,,1017,,C,,N338,,36,,,
N528,N528       03       BW  38/2550,SZS000003615,製番手配入力,JUC000000858-01,2019/12/06,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,N528    0005526,ｶｽﾄｰﾙ 3Pｿﾌｧ,N528       03       BW  38/2550,,,1,製品,0011,ソファ,布,G,,38/2550,,1.45000,,BE,,BE,,102,,B,,N528,,03,,BW,
N528,N528       03       DB  22/5508,SZS000007090,製番手配入力,JUC000001984-01,2020/02/28,1,ﾋﾟｰｽ,0,0,UG　№1984　CUと同ﾛｯﾄ,2019/11/20,5,N528    0003724,ｶｽﾄｰﾙ 3Pｿﾌｧ,N528       03       DB  22/5508,,,1,製品,0011,ソファ,布,G,,22/5508,,1.37000,,BL,,BL,,1017,,C,,N528,,03,,DB,
N528,N528       17       BW  18/3919,SZS000003417,製番手配入力,JUC000000685-02,2020/02/06,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,N528    0000894,ｶｽﾄｰﾙ ｽﾂｰﾙ,N528       17       BW  18/3919,,,1,製品,0011,ソファ,布,G,,18/3919,,1.35000,,BE,,BE,,1000,,E,,N528,,17,,BW,
N528,N528       17       BW  18/5166,SZS000006020,製番手配入力,JUC000001823-02,2019/12/14,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,N528    0000088,ｶｽﾄｰﾙ ｽﾂｰﾙ,N528       17       BW  18/5166,,,1,製品,0011,ソファ,布,G,,18/5166,,1.37000,,BR,,BE,,1004,,E,,N528,,17,,BW,
N528,N528       17       BW  22/2600,SZS000004795,製番手配入力,JUC000001328-04,2019/12/26,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,N528    0002263,ｶｽﾄｰﾙ ｽﾂｰﾙ,N528       17       BW  22/2600,,,1,製品,0011,ソファ,布,G,,22/2600,,1.37000,,BE,,BE,,1004,,D,,N528,,17,,BW,
N528,N528       17       BW  28/2525,SZS000004550,製番手配入力,JUC000001214-02,2020/01/27,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,N528    0000013,ｶｽﾄｰﾙ ｽﾂｰﾙ,N528       17       BW  28/2525,,,1,製品,0011,ソファ,布,GR,,28/2525,,1.37000,,BE,,BE,,1004,,B,,N528,,17,,BW,
N528,N528       17       BW  28/2525,SZS000007752,製番手配入力,JUC000002065-01,2020/02/27,1,ﾋﾟｰｽ,0,0,,2019/11/27,5,N528    0000013,ｶｽﾄｰﾙ ｽﾂｰﾙ,N528       17       BW  28/2525,,,1,製品,0011,ソファ,布,GR,,28/2525,,1.37000,,BE,,BE,,1004,,B,,N528,,17,,BW,
N528,N528       17       BW  38/2568,SZS000005481,製番手配入力,JUC000001683-05,2019/11/29,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,N528    0004122,ｶｽﾄｰﾙ ｽﾂｰﾙ,N528       17       BW  38/2568,,,1,製品,0011,ソファ,布,H,,38/2568,,1.45000,,BL,,BL,,170,,B,,N528,,17,,BW,
N528,N528       17       GY  38/2542,SZS000006308,製番手配入力,JUC000001900-02,2019/12/02,1,ﾋﾟｰｽ,0,0,,2019/11/18,5,N528    0004874,ｶｽﾄｰﾙ ｽﾂｰﾙ,N528       17       GY  38/2542,,,1,製品,0011,ソファ,布,G,,38/2542,,1.37000,,BE,,BE,,1000,,B,,N528,,17,,GY,
N528,N528       17       GY  38/6178,SZS000006358,製番手配入力,JUC000001903-03,2019/12/05,1,ﾋﾟｰｽ,0,0,,2019/11/18,5,N528    0003786,ｶｽﾄｰﾙ ｽﾂｰﾙ,N528       17       GY  38/6178,,,1,製品,0011,ソファ,布,G,,38/6178,,1.40000,,BE,,BE,,1000,,B,,N528,,17,,GY,
N528,N528       17       GY  L3/510,SZS000003379,製番手配入力,JUC000000683-03,2020/02/29,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,N528    0005520,ｶｽﾄｰﾙ ｽﾂｰﾙ,N528       17       GY  L3/510,,,1,製品,0011,ソファ,革,L,,L3/510,,0.00000,,BE,,BE,,101,,,,N528,,17,,GY,
N528,N528       17       GY  T7182,SZS000001334,製番手配入力,JUC000000153-03,2019/12/06,1,ﾋﾟｰｽ,0,0,,2019/11/06,5,N528    0005444,ｶｽﾄｰﾙ ｽﾂｰﾙ,N528       17       GY  T7182,,,1,製品,0011,ソファ,布,G-R,,T7182,,1.40000,,BE,,BE,,1004,,,,N528,,17,,GY,
N528,N528       26           18/3929,SZS000007234,製番手配入力,JUC000001998-06,2019/11/28,1,ﾋﾟｰｽ,1,1,,2019/11/20,5,N528    0005141,ｶｽﾄｰﾙ ﾎﾞﾙｽﾀｰ,N528       26           18/3929,,,1,製品,0011,ソファ,布,G,,18/3929,,1.40000,,BE,,BE,,1000,,G,,N528,,26,,,
N528,N528       26           18/3929,SZS000007757,製番手配入力,JUC000002065-02,2020/02/27,2,ﾋﾟｰｽ,0,0,,2019/11/27,5,N528    0005141,ｶｽﾄｰﾙ ﾎﾞﾙｽﾀｰ,N528       26           18/3929,,,1,製品,0011,ソファ,布,G,,18/3929,,1.40000,,BE,,BE,,1000,,G,,N528,,26,,,
N528,N528       26           22/2600,SZS000004790,製番手配入力,JUC000001328-03,2019/12/26,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,N528    0001588,ｶｽﾄｰﾙ ﾎﾞﾙｽﾀｰ,N528       26           22/2600,,,1,製品,0011,ソファ,布,G,,22/2600,,1.37000,,BE,,BE,,1004,,D,,N528,,26,,,
N528,N528       26           22/2600,SZS000004910,製番手配入力,JUC000001375-04,2019/12/13,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,N528    0001588,ｶｽﾄｰﾙ ﾎﾞﾙｽﾀｰ,N528       26           22/2600,,,1,製品,0011,ソファ,布,G,,22/2600,,1.37000,,BE,,BE,,1004,,D,,N528,,26,,,
N528,N528       26           22/5509,SZS000000576,製番手配入力,JUC000000102-04,2019/12/24,1,ﾋﾟｰｽ,0,0,,2019/11/05,5,N528    0003746,ｶｽﾄｰﾙ ﾎﾞﾙｽﾀｰ,N528       26           22/5509,,,1,製品,0011,ソファ,布,G,,22/5509,,1.37000,,BE,,BE,,1000,,C,,N528,,26,,,
N528,N528       26           38/2568,SZS000005476,製番手配入力,JUC000001683-04,2019/11/29,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,N528    0003597,ｶｽﾄｰﾙ ﾎﾞﾙｽﾀｰ,N528       26           38/2568,,,1,製品,0011,ソファ,布,H,,38/2568,,1.45000,,BL,,BL,,170,,B,,N528,,26,,,
N528,N528       26           38/2690,SZS000001217,製番手配入力,JUC000000134-03,2019/12/05,1,ﾋﾟｰｽ,0,0,,2019/11/06,5,N528    0002757,ｶｽﾄｰﾙ ﾎﾞﾙｽﾀｰ,N528       26           38/2690,,,1,製品,0011,ソファ,布,G,,38/2690,,1.40000,,BE,,BE,,1004,,B,,N528,,26,,,
N528,N528       26           38/6178,SZS000002662,製番手配入力,JUC000000446-05,2019/12/13,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,N528    0003522,ｶｽﾄｰﾙ ﾎﾞﾙｽﾀｰ,N528       26           38/6178,,,1,製品,0011,ソファ,布,G,,38/6178,,1.40000,,BE,,BE,,1000,,B,,N528,,26,,,
N528,N528       26           38/6178,SZS000002744,製番手配入力,JUC000000465-03,2020/01/23,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,N528    0003522,ｶｽﾄｰﾙ ﾎﾞﾙｽﾀｰ,N528       26           38/6178,,,1,製品,0011,ソファ,布,G,,38/6178,,1.40000,,BE,,BE,,1000,,B,,N528,,26,,,
N528,N528       26           38/6178,SZS000007411,製番手配入力,JUC000002014-03,2019/12/10,1,ﾋﾟｰｽ,0,0,,2019/11/20,5,N528    0003522,ｶｽﾄｰﾙ ﾎﾞﾙｽﾀｰ,N528       26           38/6178,,,1,製品,0011,ソファ,布,G,,38/6178,,1.40000,,BE,,BE,,1000,,B,,N528,,26,,,
N528,N528       26           48/2600,SZS000002438,製番手配入力,JUC000000386-04,2020/01/06,2,ﾋﾟｰｽ,0,0,,2019/11/13,5,N528    0005215,ｶｽﾄｰﾙ ﾎﾞﾙｽﾀｰ,N528       26           48/2600,,,1,製品,0011,ソファ,布,G,,48/2600,,1.40000,,BE,,BE,,1022,,B,,N528,,26,,,
N528,N528       26           48/2609,SZS000002620,製番手配入力,JUC000000431-05,2020/01/23,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,N528    0005168,ｶｽﾄｰﾙ ﾎﾞﾙｽﾀｰ,N528       26           48/2609,,,1,製品,0011,ソファ,布,G,,48/2609,,1.40000,,BE,,BE,,1000,,B,,N528,,26,,,
N528,N528       26           48/6000,SZS000006900,製番手配入力,JUC000001958-01,2019/12/13,2,ﾋﾟｰｽ,0,0,,2019/11/18,5,N528    0000422,ｶｽﾄｰﾙ ﾎﾞﾙｽﾀｰ,N528       26           48/6000,,,1,製品,0011,ソファ,布,G,,48/6000,,1.40000,,BE,,BE,,102,,B,,N528,,26,,,
N528,N528       26           L3/511        2,SZS000000380,製番手配入力,JUC000000080-05,2020/04/20,2,ﾋﾟｰｽ,0,0,2:ﾄﾗｲｱﾙ革,2019/11/05,5,N528    0005530,ｶｽﾄｰﾙ ﾎﾞﾙｽﾀｰ,N528       26           L3/511        2,,,1,製品,0011,ソファ,革,L,,L3/511,,1.00000,,BE,,BE,,104,,,,N528,,26,,,2
N528,N528       35           18/3918,SZS000003535,製番手配入力,JUC000000809-04,2020/02/13,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,N528    0000680,ｶｽﾄｰﾙ 背ｸｯｼｮﾝ,N528       35           18/3918,,,1,製品,0011,ソファ,布,G,,18/3918,,1.35000,,BL,,BL,,170,,E,,N528,,35,,,
N528,N528       35           18/3918,SZS000007761,製番手配入力,JUC000002065-03,2020/02/27,1,ﾋﾟｰｽ,0,0,,2019/11/27,5,N528    0000680,ｶｽﾄｰﾙ 背ｸｯｼｮﾝ,N528       35           18/3918,,,1,製品,0011,ソファ,布,G,,18/3918,,1.35000,,BL,,BL,,170,,E,,N528,,35,,,
N528,N528       35           22/5609,SZS000002079,製番手配入力,JUC000000302-04,2020/02/15,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,N528    0003792,ｶｽﾄｰﾙ 背ｸｯｼｮﾝ,N528       35           22/5609,,,1,製品,0011,ソファ,布,G,,22/5609,,1.37000,,BE,,BE,,1000,,C,,N528,,35,,,
N528,N528       35           28/2525,SZS000004561,製番手配入力,JUC000001214-04,2020/01/27,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,N528    0000050,ｶｽﾄｰﾙ 背ｸｯｼｮﾝ,N528       35           28/2525,,,1,製品,0011,ソファ,布,GR,,28/2525,,1.37000,,BE,,BE,,1004,,B,,N528,,35,,,
N528,N528       35           28/4105,SZS000003632,製番手配入力,JUC000000858-04,2019/12/06,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,N528    0000201,ｶｽﾄｰﾙ 背ｸｯｼｮﾝ,N528       35           28/4105,,,1,製品,0011,ソファ,布,G,,28/4105,,1.40000,,BE,,BE,,104,,B,,N528,,35,,,
N528,N528       35           38/2352,SZS000002928,製番手配入力,JUC000000536-03,2020/02/19,3,ﾋﾟｰｽ,0,0,,2019/11/13,5,N528    0003022,ｶｽﾄｰﾙ 背ｸｯｼｮﾝ,N528       35           38/2352,,,1,製品,0011,ソファ,布,G,,38/2352,,1.37000,,BE,,BE,,101,,B,,N528,,35,,,
N528,N528       35           38/2352,SZS000004369,製番手配入力,JUC000001160-01,2020/02/21,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,N528    0003022,ｶｽﾄｰﾙ 背ｸｯｼｮﾝ,N528       35           38/2352,,,1,製品,0011,ソファ,布,G,,38/2352,,1.37000,,BE,,BE,,101,,B,,N528,,35,,,
N528,N528       35           38/2546,SZS000006319,製番手配入力,JUC000001900-04,2019/12/02,1,ﾋﾟｰｽ,0,0,,2019/11/18,5,N528    0001497,ｶｽﾄｰﾙ 背ｸｯｼｮﾝ,N528       35           38/2546,,,1,製品,0011,ソファ,布,G,,38/2546,,1.37000,,BL,,BL,,1017,,B,,N528,,35,,,
N528,N528       35           38/2558,SZS000004330,製番手配入力,JUC000001147-03,2020/01/27,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,N528    0003701,ｶｽﾄｰﾙ 背ｸｯｼｮﾝ,N528       35           38/2558,,,1,製品,0011,ソファ,布,G,,38/2558,,1.45000,,BE,,BE,,1000,,B,,N528,,35,,,
N528,N528       35           38/2559,SZS000005667,製番手配入力,JUC000001752-03,2019/12/09,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,N528    0003525,ｶｽﾄｰﾙ 背ｸｯｼｮﾝ,N528       35           38/2559,,,1,製品,0011,ソファ,布,G,,38/2559,,1.45000,,BE,,BE,,1000,,B,,N528,,35,,,
N528,N528       35           48/2007,SZS000005487,製番手配入力,JUC000001683-06,2019/11/29,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,N528    0005140,ｶｽﾄｰﾙ 背ｸｯｼｮﾝ,N528       35           48/2007,,,1,製品,0011,ソファ,布,ｶH,,48/2007,,1.44000,,BE,,BE,,1022,,G,,N528,,35,,,
N528,N528       35           48/2007,SZS000007229,製番手配入力,JUC000001998-05,2019/11/28,1,ﾋﾟｰｽ,1,1,,2019/11/20,5,N528    0005140,ｶｽﾄｰﾙ 背ｸｯｼｮﾝ,N528       35           48/2007,,,1,製品,0011,ソファ,布,ｶH,,48/2007,,1.44000,,BE,,BE,,1022,,G,,N528,,35,,,
N528,N528       35           48/8148,SZS000002550,製番手配入力,JUC000000413-04,2019/12/02,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,N528    0002219,ｶｽﾄｰﾙ 背ｸｯｼｮﾝ,N528       35           48/8148,,,1,製品,0011,ソファ,布,G,,48/8148,,1.37000,,BE,,BE,,1000,,B,,N528,,35,,,
N528,N528       35           L3/511        2,SZS000000375,製番手配入力,JUC000000080-04,2020/04/20,1,ﾋﾟｰｽ,0,0,2:ﾄﾗｲｱﾙ革,2019/11/05,5,N528    0005529,ｶｽﾄｰﾙ 背ｸｯｼｮﾝ,N528       35           L3/511        2,,,1,製品,0011,ソファ,革,L,,L3/511,,1.00000,,BE,,BE,,104,,,,N528,,35,,,2
N528,N528       35           T7182,SZS000001340,製番手配入力,JUC000000153-04,2019/12/06,1,ﾋﾟｰｽ,0,0,,2019/11/06,5,N528    0005535,ｶｽﾄｰﾙ 背ｸｯｼｮﾝ,N528       35           T7182,,,1,製品,0011,ソファ,布,G-R,,T7182,,1.40000,,BE,,BE,,1004,,,,N528,,35,,,
N528,N528       36           18/3929,SZS000003680,製番手配入力,JUC000000886-04,2019/12/16,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,N528    0005139,ｶｽﾄｰﾙ 背ｸｯｼｮﾝ,N528       36           18/3929,,,1,製品,0011,ソファ,布,G,,18/3929,,1.40000,,BE,,BE,,1000,,G,,N528,,36,,,
N528,N528       36           18/3929,SZS000007224,製番手配入力,JUC000001998-04,2019/11/28,1,ﾋﾟｰｽ,1,1,,2019/11/20,5,N528    0005139,ｶｽﾄｰﾙ 背ｸｯｼｮﾝ,N528       36           18/3929,,,1,製品,0011,ソファ,布,G,,18/3929,,1.40000,,BE,,BE,,1000,,G,,N528,,36,,,
N528,N528       36           22/5609,SZS000002084,製番手配入力,JUC000000302-05,2020/02/15,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,N528    0003711,ｶｽﾄｰﾙ 背ｸｯｼｮﾝ,N528       36           22/5609,,,1,製品,0011,ソファ,布,G,,22/5609,,1.37000,,BE,,BE,,1000,,C,,N528,,36,,,
N528,N528       36           28/2520,SZS000006546,製番手配入力,JUC000001921-02,2019/12/02,1,ﾋﾟｰｽ,0,0,,2019/11/18,5,N528    0000005,ｶｽﾄｰﾙ 背ｸｯｼｮﾝ,N528       36           28/2520,,,1,製品,0011,ソファ,布,GR,,28/2520,,1.37000,,BE,,BE,,1000,,B,,N528,,36,,,
N528,N528       36           28/2525,SZS000004556,製番手配入力,JUC000001214-03,2020/01/27,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,N528    0000068,ｶｽﾄｰﾙ 背ｸｯｼｮﾝ,N528       36           28/2525,,,1,製品,0011,ソファ,布,GR,,28/2525,,1.37000,,BE,,BE,,1004,,B,,N528,,36,,,
N528,N528       36           38/2558,SZS000004335,製番手配入力,JUC000001147-04,2020/01/27,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,N528    0003608,ｶｽﾄｰﾙ 背ｸｯｼｮﾝ,N528       36           38/2558,,,1,製品,0011,ソファ,布,G,,38/2558,,1.45000,,BE,,BE,,1000,,B,,N528,,36,,,
N528,N528       36           38/6178,SZS000002652,製番手配入力,JUC000000446-03,2019/12/13,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,N528    0003524,ｶｽﾄｰﾙ 背ｸｯｼｮﾝ,N528       36           38/6178,,,1,製品,0011,ソファ,布,G,,38/6178,,1.40000,,BE,,BE,,1000,,B,,N528,,36,,,
N528,N528       36           48/2207,SZS000005503,製番手配入力,JUC000001685-01,2019/11/29,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,N528    0005209,ｶｽﾄｰﾙ 背ｸｯｼｮﾝ,N528       36           48/2207,,,1,製品,0011,ソファ,布,G,,48/2207,,1.40000,,BL,,BL,,1017,,B,,N528,,36,,,
N528,N528       36           48/2608,SZS000002123,製番手配入力,JUC000000314-03,2019/12/20,2,ﾋﾟｰｽ,0,0,,2019/11/13,5,N528    0005147,ｶｽﾄｰﾙ 背ｸｯｼｮﾝ,N528       36           48/2608,,,1,製品,0011,ソファ,布,G,,48/2608,,1.40000,,BL,,BL,,1017,,B,,N528,,36,,,
N528,N528       36           48/2608,SZS000004230,製番手配入力,JUC000001108-02,2020/01/07,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,N528    0005147,ｶｽﾄｰﾙ 背ｸｯｼｮﾝ,N528       36           48/2608,,,1,製品,0011,ソファ,布,G,,48/2608,,1.40000,,BL,,BL,,1017,,B,,N528,,36,,,
N528,N528       36           48/2609,SZS000002615,製番手配入力,JUC000000431-04,2020/01/23,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,N528    0005167,ｶｽﾄｰﾙ 背ｸｯｼｮﾝ,N528       36           48/2609,,,1,製品,0011,ソファ,布,G,,48/2609,,1.40000,,BE,,BE,,1000,,B,,N528,,36,,,
N528,N528       36           48/2609,SZS000002966,製番手配入力,JUC000000545-01,2019/12/25,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,N528    0005167,ｶｽﾄｰﾙ 背ｸｯｼｮﾝ,N528       36           48/2609,,,1,製品,0011,ソファ,布,G,,48/2609,,1.40000,,BE,,BE,,1000,,B,,N528,,36,,,
N528,N528       36           48/4943,SZS000003627,製番手配入力,JUC000000858-03,2019/12/06,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,N528    0001764,ｶｽﾄｰﾙ 背ｸｯｼｮﾝ,N528       36           48/4943,,,1,製品,0011,ソファ,布,H,,48/4943,,1.37000,,BE,,BE,,1000,,E,,N528,,36,,,
N528,N528       36           L3/510,SZS000003390,製番手配入力,JUC000000683-05,2020/02/29,2,ﾋﾟｰｽ,0,0,,2019/11/13,5,N528    0001239,ｶｽﾄｰﾙ 背ｸｯｼｮﾝ,N528       36           L3/510,,,1,製品,0011,ソファ,革,L,,L3/510,,0.00000,,BE,,BE,,101,,,,N528,,36,,,
N528,N528       36           L3/515        2,SZS000007765,製番手配入力,JUC000002065-04,2020/02/27,1,ﾋﾟｰｽ,0,0,2:ﾄﾗｲｱﾙ革,2019/11/27,5,N528    0005540,ｶｽﾄｰﾙ 背ｸｯｼｮﾝ,N528       36           L3/515        2,,,1,製品,0011,ソファ,革,L,,L3/515,,0.00000,,BR,,BE,,108,,,,N528,,36,,,2
