id,hinban,item,description,remarks,unit,uprice,ouritem,vol,zaiko,kento,hcode,cat
4494,"CH261-03C SP/126N SP/122N","CH261-03C SP/126N SP/122N","クッション部=SP/126N ボディ部=SP/122N","別製品 ONLY COVER",sets,"","","",0,0,"",""
4495,"CH261-03+17 SP/190 SP/183","CH261-03+17 SP/190 SP/183","クッション部=SP/190 ボディ部=SP/183","スツール同梱 別製品",sets,"","",1.594,0,0,"",""
4496,"CH261KF-03LSET SP/180 SP/198","CH261KF-3PL+0.5P SP/180 SP/198","クッション部=SP/180 ボディー部=SP/198","スツール同梱 向かって右が広肘[FUTURA タグ]",sets,"","","",0,0,"",""
4497,"CH261KF-03LSET SP/181 SP/183","CH261KF-3PL+0.5P SP/181 SP/183","クッション部=SP/181 ボディー部=SP/183","スツール同梱 向かって右が広肘[FUTURA タグ]",sets,"","","",0,0,"",""
4498,"CH271-03C SP/181","CH271-03C SP/181","only cover","",set,87.4,"",0.0275,1,1,"013CH271I-03C SP/181","ｶﾊﾞｰ"
4499,"CH271-03C SP/182","CH271-03C SP/182","only cover","",set,87.4,"",0.0275,1,1,"013CH271I-03C SP/182","ｶﾊﾞｰ"
4500,"CH271-03C SP/183","CH271-03C SP/183","only cover","",set,87.4,"",0.0275,1,1,"013CH271I-03C SP/183","ｶﾊﾞｰ"
4501,"CH271-03C SP/184","CH271-03C SP/184","only cover","",set,87.4,"",0.0275,1,1,"013CH271I-03C SP/184","ｶﾊﾞｰ"
4502,"CH232W-50C SP/126N","CH232W-50C SP/126N","only cover レコルタⅡ（新仕様）","",set,61.9,"",0.0275,1,1,"013CH232WI-50C SP/126N","ｶﾊﾞｰ"
4503,"CH351-59C SP/126N","CH351-59C SP/126N","Head-rest ONLY COVER","ワイドヘッドレスト 別製品",pcs,"","","",0,0,"",""
4504,"CH406-02C SP/126N","CH406-02C SP/126N","ONLY COVER","別製品",set,"","","",0,0,"",""
4505,"CH406-17SC SP/126N","CH406-17SC SP/126N","ONLY COVER","別製品",set,"","","",0,0,"",""
4506,"CH1099-3PSET SP/180","CH1099-3P+0.5P SP/180","SET(3Px1 + 0.5Px1 + CUx2 + 木脚DBRx9) ","別製品",set,442.5,"","",0,0,"",""
4507,"CH1099-3PSET SP/182","CH1099-3P+0.5P SP/182","SET(3Px1 + 0.5Px1 + CUx2 + 木脚DBRx9) ","別製品",set,442.5,"","",0,0,"",""
4508,"CH1099-3PSET SP/183","CH1099-3P+0.5P SP/183","SET(3Px1 + 0.5Px1 + CUx2 + 木脚DBRx9) ","別製品",set,442.5,"","",0,0,"",""
4509,"CH1099-3PSET SP/184","CH1099-3P+0.5P SP/184","SET(3Px1 + 0.5Px1 + CUx2 + 木脚DBRx9) ","別製品",set,442.5,"","",0,0,"",""
4510,"LH03-20 HSQ9053Z/03","LH03-20N HSQ9053Z/03","リビングハウス","布地:103100473 HSQ9053Z/03/GY",pcs,268.6,"",0.55,0,0,"",""
4511,"LH03-20C HE282/21","LH03-20NC HE282/21","ONLY COVER リビングハウス","別製品 布地:103100379 HE282/21/NV",set,52.4,"","",0,0,"",""
4512,"LH03-17LC HE282/21","LH03-0.6PC HE282/21","別製品 only cover ","別製品 布地:103100379 HE282/21/NV",set,36.4,"","",0,0,"",""
4513,"CH232W-17 SP/190","CH232W-17 SP/190","スツール","別製品",pcs,77.0,"",0.16,0,0,"",""
4514,"CH232W-17 SP/191","CH232W-17 SP/191","スツール","別製品",pcs,77.0,"",0.16,0,0,"",""
4515,"CH232W-17 SP/194","CH232W-17 SP/194","スツール","別製品",pcs,77.0,"",0.16,0,0,"",""
4516,"CH232W-17 SP/195","CH232W-17 SP/195","スツール","別製品",pcs,77.0,"",0.16,0,0,"",""
4517,"CH232W-17 SP/196","CH232W-17 SP/196","スツール","別製品",pcs,77.0,"",0.16,0,0,"",""
4518,"CH232W-17 SP/197","CH232W-17 SP/197","スツール","別製品",pcs,77.0,"",0.16,0,0,"",""
4519,"CH232W-17 SP/198","CH232W-17 SP/198","スツール","別製品",pcs,77.0,"",0.16,0,0,"",""
4520,"CH232W-17 SP/199","CH232W-17 SP/199","スツール","別製品",pcs,77.0,"",0.16,0,0,"",""
4521,"LH03-06 HSQ9066/07","LH03-20L HSQ9066/07","リビングハウス","別製品 布地:103100476 HSQ9066/07/BE&BL",pcs,269.1,"",0.46,0,0,"",""
4522,"LH03-731 HSQ9066/07","LH03-2PR HSQ9066/07","リビングハウス","別製品 布地:103100476 HSQ9066/07/BE&BL",pcs,281.8,"",0.45,0,0,"",""
4523,"FJ001-2.5P SP/180","FJ001-2.5P SP/180","背クッションCU37x2 同梱","別製品",set,"","","",0,0,"",""
4524,"FJ002-2.5P SP/180","FJ002-2.5P SP/180","背クッションCU37x2 同梱","別製品",set,"","","",0,0,"",""
4525,"FJ003-2.5PL SN/02","FJ003-2.5PL SN/02","背クッションCU37x2 同梱","別製品",set,"","","",0,0,"",""
4526,"FJ003-2.5PR SN/02","FJ003-2.5PR SN/02","背クッションCU37x2 同梱","別製品",set,"","","",0,0,"",""
4527,"CH406-02 SN/03","CH406-02 SN/03","","別製品",pcs,"","",1.15,0,0,"",""
4528,"TF943B-07C SP/191","TF943B-20RC SP/191","ONLY COVER","別製品",set,"","",1.06,0,0,"",""
4529,"TF943B-49C SP/191","TF943B-11LC SP/191","ONLY COVER","別製品",set,"","",0.97,0,0,"",""
4530,"IL715EO-2.5P SIZA-GY","IL715EO-2.5P SIZA-GY","ﾏｯﾃｵ","別製品",pcs,"","","",0,0,"",""
4531,"LH03-02 HSQ9053Z/03 用背クッションのみ","LH03-2P HSQ9053Z/03 用 背クッションのみ","リビングハウス (クレーム交換分）","別製品 布地:103100473 HSQ9053Z/03/GY",pcs,"","",0.47,0,0,"",""
4532,"布地サンプル(10cm x 10cm) SP/180","布地サンプル(10cm x 10cm) SP/180","布地カットサンプル","",pcs,"","","",0,0,"",""
4533,"布地サンプル(10cm x 10cm) SN/02","布地サンプル(10cm x 10cm) SN/02","布地カットサンプル","",pcs,"","","",0,0,"",""
4534,"CH1071N-03SET DB SP/194","CH1071N-3P+0.5P SP/194","肘ノックダウン仕様"," 肘クッション 2個 DB脚同梱",set,408.3,"",1.37,0,0,"",""
4535,"CH1071N-03SET DB SP/195","CH1071N-3P+0.5P SP/195","肘ノックダウン仕様"," 肘クッション 2個 DB脚同梱",set,408.3,"",1.37,0,0,"",""
4536,"CH1071N-03SET DB SP/198","CH1071N-3P+0.5P SP/198","肘ノックダウン仕様"," 肘クッション 2個 DB脚同梱",set,408.3,"",1.37,0,0,"",""
4537,"CH1071N-03SET DB SP/199","CH1071N-3P+0.5P SP/199","肘ノックダウン仕様"," 肘クッション 2個 DB脚同梱",set,408.3,"",1.37,0,0,"",""
4538,"CH406-49 SP/126N","CH406-49 SP/126N","","別製品",pcs,"","",1.01,0,0,"",""
4539,"CH406-07 SP/126N","CH406-07 SP/126N","","別製品",pcs,"","",1.01,0,0,"",""
4540,"CH1069-03 SP/122N","CH1069-3P SP/122N","総幅(W):2000mm","",pcs,434.4,"",0.96,0,0,"",""
4541,"CH1069-03C SP/126N","CH1069-3PC SP/126N","総幅(W):2000mm Cover Only","別製品",set,103.2,"","","","","",INCOON
4542,"CH351-02C SN/03","CH351-02C SN/03","ONLY COVER","別製品",set,"","","",0,0,"",""
4543,"KY001-17F SP/180","KY001-17 SP/180","シルバ Bed 福岡","ワイドダブルサイズ",pcs,251.8,"",1.08,0,0,"",""
4544,"KY001-17F SP/182","KY001-17 SP/182","シルバ Bed 福岡","ワイドダブルサイズ",pcs,251.8,"",1.08,0,0,"",""
4545,"KY001-17F SP/184","KY001-17 SP/184","シルバ Bed 福岡","ワイドダブルサイズ",pcs,251.8,"",1.08,0,0,"",""
4546,"TF943B-03 DB ﾁﾘ17","TF943B-03 CHILI17","腰クッション無し 脚色=DB","別製品",pcs,"","","",0,0,"",""
4547,"CH271E-08 SP/206","CH271E-08 SP/206","マチルダ","別製品 CU37x1付き",pcs,224.4,"",0.98,0,0,"",""
4548,"CH271E-08 SP/207","CH271E-08 SP/207","マチルダ","別製品 CU37x1付き",pcs,224.4,"",0.98,0,0,"",""
4549,"CH351-02C SP/126N","CH351-02C SP/126N","ONLY COVER","別製品",set,"","","",0,0,"",""
4551,"CH351-17SC SP/126N","CH351-17SC SP/126N","ONLY COVER","別製品",set,"","","",0,0,"",""
4552,"CH356-59C SP/126N","CH356-59C SP/126N","only cover (ヘッドレスト)","別製品",set,"","","",0,0,"",""
4553,"TF943B-02 DB SP/209","TF943B-2P SP/209","","別製品 DB脚同梱","","確認中","",1.0,0,0,"",""
4554,"TF943B-03 DB SP/181 SP/182","TF943B-3P DB SP/181 SP/182","クッション部=SP/181 本体部＝SP/182","別製品 DB脚同梱","","確認中","",1.0,0,0,"",""
4555,"TF943B-17 DB SP/181 SP/182","TF943B-0.5P DB SP/181 SP/182","クッション部=SP/181 本体部＝SP/182","別製品 DB脚同梱","","確認中","","",0,0,"",""
4556,"LH03-06用背クッションヌード","LH03-20L用　背クッションヌード","リビングハウス","臭いクレーム交換分 背クッションヌードのみ 1セット",set,"","","",0,0,"",""
4557,"LH03-731用 背クッションヌード","LH03-2PR 用　背クッションヌード","リビングハウス","臭いクレーム交換分 背クッションヌードのみ1セット",set,"","","",0,0,"",""
4558,"LH03-06 SD426/17","LH03-20L SD426/17","リビングハウス","別製品布地:103100390 SD426/17/SADY/GY",pcs,239.2,"",0.46,0,0,"",""
4559,"LH03-07 HSQ9066/06","LH03-20R HSQ9066/06","リビングハウス","布地:103101057 HSQ9066/06/MOU/BE&GR",pcs,269.1,"",0.459068,0,0,"",""
4560,"LH03-632 HSQ9066/06","LH03-2PL HSQ9066/06","リビングハウス","布地:103101057 HSQ9066/06/MOU/BE&GR",pcs,281.8,"",0.470764,0,0,"",""
4561,"CH232W-08 SP/190","CH232W-08 SP/190","CU37x1付き ","別製品",set,196.4,"",0.9,0,0,"",""
4562,"CH232W-08 SP/191","CH232W-08 SP/191","CU37x1付き ","別製品",set,196.4,"",0.9,0,0,"",""
4563,"CH232W-08 SP/195","CH232W-08 SP/195","CU37x1付き ","別製品",set,196.4,"",0.9,0,0,"",""
4564,"CH232W-08 SP/196","CH232W-08 SP/196","CU37x1付き ","別製品",set,196.4,"",0.9,0,0,"",""
4565,"CH232W-08 SP/197","CH232W-08 SP/197","CU37x1付き ","別製品",set,196.4,"",0.9,0,0,"",""
4566,"CH232W-08 SP/198","CH232W-08 SP/198","CU37x1付き ","別製品",set,196.4,"",0.9,0,0,"",""
4567,"CH232W-08 SP/199","CH232W-08 SP/199","CU37x1付き ","別製品",set,196.4,"",0.9,0,0,"",""
4568,"CH232W-50 SP/190","CH232W-50 SP/190"," レコルタⅡ"," 別製品 CU37x1付き",set,193.3,"",0.94,0,0,"",""
4569,"CH232W-50 SP/191","CH232W-50 SP/191"," レコルタⅡ"," 別製品 CU37x1付き",set,193.3,"",0.94,0,0,"",""
4570,"CH232W-50 SP/194","CH232W-50 SP/194"," レコルタⅡ"," 別製品 CU37x1付き",set,193.3,"",0.94,0,0,"",""
4571,"CH232W-50 SP/195","CH232W-50 SP/195"," レコルタⅡ"," 別製品 CU37x1付き",set,193.3,"",0.94,0,0,"",""
4572,"CH232W-50 SP/197","CH232W-50 SP/197"," レコルタⅡ"," 別製品 CU37x1付き",set,193.3,"",0.94,0,0,"",""
4573,"CH232W-50 SP/198","CH232W-50 SP/198"," レコルタⅡ"," 別製品 CU37x1付き",set,193.3,"",0.94,0,0,"",""
4574,"CH232W-50 SP/199","CH232W-50 SP/199"," レコルタⅡ"," 別製品 CU37x1付き",set,193.3,"",0.94,0,0,"",""
4575,"CHY038-10F SP/190","CHY038-10F SP/190","新規ベッド シングルサイズ","",set,160.7,"",0.632,0,0,"","INCOON BED"
4576,"CHY038-10F SP/191","CHY038-10F SP/191","新規ベッド シングルサイズ","",set,160.7,"",0.632,0,0,"","INCOON BED"
4577,"CHY038-10F SP/192","CHY038-10F SP/192","新規ベッド シングルサイズ","",set,160.7,"",0.632,0,0,"","INCOON BED"
4578,"CHY038-10F SP/194","CHY038-10F SP/194","新規ベッド シングルサイズ","",set,160.7,"",0.632,0,0,"","INCOON BED"
4579,"CHY038-10F SP/195","CHY038-10F SP/195","新規ベッド シングルサイズ","",set,160.7,"",0.632,0,0,"","INCOON BED"
4580,"CHY038-10F SP/196","CHY038-10F SP/196","新規ベッド シングルサイズ","",set,160.7,"",0.632,0,0,"","INCOON BED"
4581,"CHY038-10F SP/197","CHY038-10F SP/197","新規ベッド シングルサイズ","",set,160.7,"",0.632,0,0,"","INCOON BED"
4582,"CHY038-10F SP/198","CHY038-10F SP/198","新規ベッド シングルサイズ","",set,160.7,"",0.632,0,0,"","INCOON BED"
4583,"TF943B-06 DB SP/126N","TF943B-20L SP/126N","腰クッションなし DB脚同梱","別製品",pcs,"","",1.06,0,0,"",""
4584,"TF943B-07 DB SP/126N","TF943B-20R SP/126N","腰クッションなし DB脚同梱","別製品",pcs,"","",1.06,0,0,"",""
4585,"TF943B-49 DB SP/126N","TF943B-11L SP/126N","腰クッションなし DB脚同梱","別製品",pcs,"","",0.97,0,0,"",""
4586,"TF943B-50 DB SP/126N","TF943B-11R SP/126N","腰クッションなし DB脚同梱","別製品",set,"","",0.97,0,0,"",""
4587,"TF943B-07 DB SP/122N","TF943B-20R SP/122N","腰クッションなし DB脚同梱","別製品",pcs,"","",1.06,0,0,"",""
4588,"TF943B-49 DB SP/122N","TF943B-11L SP/122N","腰クッションなし DB脚同梱","別製品",pcs,"","",0.97,0,0,"",""
4589,"TF943B-06 DB SP/122N","TF943B-20L SP/122N","腰クッションなし DB脚同梱","別製品",pcs,"","",1.06,0,0,"",""
4590,"TF943B-50 DB SP/122N","TF943B-11R SP/122N","腰クッションなし DB脚同梱","別製品",set,"","",0.97,0,0,"",""
4591,"CH907-49 SP/126N","CH907-49 SP/126N","ロザーナ本体+37クッションはSP/126N CU35はSP/126N","35クッション×1 CU37x1付き",set,248.2,"",0.86,0,0,"",""
4592,"CH907-07 SP/126N","CH907-07 SP/126N","ロザーナ本体+37クッションはSP/126N CU35はSP/126N","35クッション×1 CU37x1付き",set,232.9,"",0.81,0,0,"",""
4593,"CH271-50C SP/207","CH271-50C SP/207","only cover","別製品",set,60.5,"",0.0275,0,0,"",""
4594,"CH271-08C SP/207","CH271-08C SP/207","only cover","別製品",pcs,62.9,"",0.02,0,0,"",""
4595,"CH272-032+17 SP/207","CH272-032+17 SP/207","","別製品",set,"","",1.31,0,0,"",""
4596,"TF943B-06 DB ﾁﾘ17","TF943B-20L CHILI17","","腰クッションなし / 脚 DB 同梱",pcs,239.8,"",1.06,0,0,"",""
4597,"TF943B-50 DB ﾁﾘ17","TF943B-11R CHILI17","腰クッションなし / 脚 DB 同梱","別製品",pcs,222.2,"",0.97,0,0,"",""
4598,"CH1071N-17 DB SN/03","CH1071N-0.5P DB SN/03","","別製品 DB脚同梱 ",set,"","","",0,0,"",""
4599,"CH907-37C SP/126N","CH907-37C SP/126N","only cover","別製品",pcs,13.9,"","",0,0,"",""
4600,"CH907-03C SP/126N","CH907-03C SP/126N","ロザーナ 本体カバーのみ","別製品",set,51.0,"","",0,0,"",""
4601,"LH03-731 HSQ9066/05","LH03-2PR HSQ9066/05","リビングハウス","別製品 布地:103100474 HSQ9066/05/MOU/BE",pcs,281.8,"",0.45,0,0,"",""
4602,"CH261KF-03LSET SP/190 SP/196","CH261KF-3PL+0.5P SP/190 SP/196","クッション部=SP/190 ボディー部=SP/186","スツール同梱 向かって右が広肘",sets,"","","",0,0,"",""
4603,"TF1089-3P SP/207","TF1089-3P SP/207","","別製品",pcs,357.7,"","",0,0,"",""
4604,"TF1089-3P SP/206","TF1089-3P SP/206","","別製品",pcs,357.7,"","",0,0,"",""
4605,"TF1089-3P SP/209","TF1089-3P SP/209","","別製品",pcs,357.7,"","",0,0,"",""
4606,"CH232W-03 SP/180","CH232W-03 SP/180","CU37x2付き","別製品",pcs,231.3,"",1.25,0,0,"",""
4607,"CH232W-03 SP/184","CH232W-03 SP/184","CU37x2付き","別製品",pcs,231.3,"",1.25,0,0,"",""
4608,"CH1071N-17 DB SN/02","CH1071N-0.5P DB SN/02","","別製品 DB脚同梱 ",set,"","","",0,0,"",""
4609,"CH250-02 SP/206","CH250-2P SP/206","クーザ","",pcs,357.1,"","",0,0,"",""
4610,"CH250-17 SP/206","CH250-0.5P SP/206","クーザ","",pcs,109.0,"",0.19,0,0,"",""
4611,"CH250-35 SP/206","CH250-35 SP/206","クーザ","",pcs,"","",0.02,0,0,"",""
4612,"CH232W-37 SP/183","CH232W-37 SP/183","クッション","別製品",pcs,24.7,"","",0,0,"",""
4613,"CH232W-37 SP/180","CH232W-37 SP/180","クッション","別製品",pcs,24.7,"","",0,0,"",""
4614,"CH232W-37 SP/181","CH232W-37 SP/181","クッション","別製品",pcs,24.7,"","",0,0,"",""
4615,"CH232W-37 SP/182","CH232W-37 SP/182","クッション","別製品",pcs,24.7,"","",0,0,"",""
4616,"CH232W-37 SP/184","CH232W-37 SP/184","クッション","別製品",pcs,24.7,"","",0,0,"",""
4617,"CH232W-37 SP/190","CH232W-37 SP/190","クッション","別製品",pcs,24.6,"","",0,0,"",""
4618,"CH232W-37 SP/191","CH232W-37 SP/191","クッション","別製品",pcs,24.6,"","",0,0,"",""
4619,"CH232W-37 SP/192","CH232W-37 SP/192","クッション","別製品",pcs,24.6,"","",0,0,"",""
4620,"CH232W-37 SP/194","CH232W-37 SP/194","クッション","別製品",pcs,24.6,"","",0,0,"",""
4621,"CH232W-37 SP/195","CH232W-37 SP/195","クッション","別製品",pcs,24.6,"","",0,0,"",""
4622,"CH232W-37 SP/196","CH232W-37 SP/196","クッション","別製品",pcs,24.6,"","",0,0,"",""
4623,"CH232W-37 SP/198","CH232W-37 SP/198","クッション","別製品",pcs,24.6,"","",0,0,"",""
4624,"CH232W-37 SP/199","CH232W-37 SP/199","クッション","別製品",pcs,24.6,"","",0,0,"",""
4625,"CH250-35 SP/183","CH250-35 SP/183","クーザ","別製品",pcs,19.6,"",0.02,0,0,"",""
4626,"CE-721W77LNB6NN用梱包材","CE-721W77LNB6NN用梱包材","梱包用ダンボール","",pcs,"","",0.05,0,0,"",""
4627,"CE-721W79LNB6NN用梱包材","CE-721W79LNB6NN用梱包材","梱包用ダンボール","",pcs,"","",0.05,0,0,"",""
4628,"CE-723W79LNB6NN用梱包材","CE-723W79LNB6NN用梱包材","梱包用ダンボール","",pcs,"","","",0,0,"",""
4629,"CE-723LNB6NN 縫製カバー","CE-723LNB6NN Only Cover"," Sofa アナベル2","革縫製カバー",pcs,"","","",0,0,"",""
4630,"CE-721LNB6NN 縫製カバー","CE-721LNB6NN Only Cover"," Sofa アナベル2","革縫製カバー",pcs,"","","",0,0,"",""
4631,CE-72W79G,CE-72W79G,"アナベル2(CE-72*)用側板 W79色","",pcs,"","","",0,0,"",""
4632,CE-72W77G,CE-72W77G,"アナベル2(CE-72*)用側板 W77色","",pcs,"","","",0,0,"",""
4633,CE-72W77H,CE-72W77H,"アナベル2(CE-72*)用肘板 W77色","",pcs,"","","",0,0,"",""
4634,CE-72W79H,CE-72W79H,"アナベル2(CE-72*)用肘板 W79色","",pcs,"","","",0,0,"",""
4635,CE-720W79D,CE-720W79D,"アナベル2(CE-720)用台輪 W79色","",pcs,"","","",0,0,"",""
4637,CE-720W77D,CE-720W77D,"アナベル2(CE-720)用台輪 W77色","",pcs,"","","",0,0,"",""
4638,CE-721W77D,CE-721W77D,"アナベル2(CE-721)用台輪 W77色","",pcs,"","","",0,0,"",""
4639,CE-721W79D,CE-721W79D,"アナベル2(CE-721)用台輪 W79色","",pcs,"","","",0,0,"",""
4640,CE-723W79D,CE-723W79D,"アナベル2(CE-723)用台輪 W79色","",pcs,"","","",0,0,"",""
4641,CE-723W77D,CE-723W77D,"アナベル2(CE-723)用台輪 W77色","",pcs,"","","",0,0,"",""
4642,"CH232-03C SN/02","CH232-03C SN/02","only cover (旧仕様)","別製品",set,"","",0.0275,"",0,"","旧モデル"
4643,"CH232-17C SN/02","CH232-17C SN/02","only cover 旧仕様","別製品",pcs,"","",0.02,0,0,"",""
4644,"CH1070-03 SP/206","CH1070-3P SP/206","総幅(W):1900mm","別製品",pcs,451.1,"",1.4,0,0,"",""
4645,"LH03-07 HSQ9053Z/21","LH03-20R HSQ9053Z/21","リビングハウス","別製品 リビングハウス 布地:103101058 HSQ9053Z/21/BK",pcs,284.0,"",0.46,0,0,"",""
4646,"LH03-632 HSQ9053Z/21","LH03-2PL HSQ9053Z/21","リビングハウス","別製品 リビングハウス 布地:103101058 HSQ9053Z/21/BK",pcs,297.1,"",0.45,0,0,"",""
4647,"LH03-17L HSQ9053Z/21","LH03-0.6P HSQ9053Z/21","リビングハウス","別製品 布地:103101058 HSQ9053Z/21/BK",pcs,165.4,"",0.18,0,0,"",""
4648,"LH03-17 HSQ9053Z/21","LH03-0.5P HSQ9053Z/21","リビングハウス","別製品 布地:103101058 HSQ9053Z/21/BK",pcs,105.8,"",0.18,0,0,"",""
4649,"CH271-35 SP/122N","CH271-35 SP/122N","マチルダ","別製品",pcs,15,"","",0,0,"",""
4650,"CH271-35 SP/126N","CH271-35 SP/126N","マチルダ","別製品",pcs,15,"","",0,0,"",""
4651,"CH1069-03C SP/199","CH1069-3PC SP/199","総幅(W):2000mm Cover Only","別製品",set,88.8,"","","","","013CH1069-03C SP/199",INCOON
4652,"CH1069-59C SP/199","CH1069-HRC SP/199","Head-rest Cover Only","別製品",pcs,5.5,"","","","","013CH1069-59C SP/199",INCOON
4653,"CH272-032 SP/180","CH272-032 SP/180","※腰当クッション仕様変更仕様にて(側込重量530gへ変更)","座クッションは長方形と正方形各1個",pcs,404.0,"",1.31,0,0,"",""
4654,"CH272-032 SP/182","CH272-032 SP/182","※腰当クッション仕様変更仕様にて(側込重量530gへ変更)","座クッションは長方形と正方形各1個",pcs,404.0,"",1.31,0,0,"",""
4655,"CH272-032 SP/184","CH272-032 SP/184","※腰当クッション仕様変更仕様にて(側込重量530gへ変更)","座クッションは長方形と正方形各1個",pcs,404.0,"",1.31,0,0,"",""
4656,"CH272-17 SP/180","CH272-17 SP/180",Stool,"",pcs,102.9,"",0.14,0,0,"",""
4657,"CH272-17 SP/182","CH272-17 SP/182",Stool,"",pcs,102.9,"",0.14,0,0,"",""
4658,"CH272-17 SP/184","CH272-17 SP/184",Stool,"",pcs,102.9,"",0.14,0,0,"",""
4659,"TF943B-07 DB SP/180","TF943B-20R SP/180","腰クッションなし DB脚同梱","別製品",set,250.2,"",1.06,0,0,"",""
4660,"TF943B-07 DB SP/181","TF943B-20R SP/181","腰クッションなし DB脚同梱","別製品",set,250.2,"",1.06,0,0,"",""
4661,"TF943B-07 DB SP/182","TF943B-20R SP/182","腰クッションなし DB脚同梱","別製品",set,250.2,"",1.06,0,0,"",""
4662,"TF943B-07 DB SP/183","TF943B-20R SP/183","腰クッションなし DB脚同梱","別製品",set,250.2,"",1.06,0,0,"",""
4663,"TF943B-49 DB SP/180","TF943B-11L SP/180","腰クッションなし DB脚同梱","別製品",set,222.2,"",0.97,0,0,"",""
4664,"TF943B-49 DB SP/181","TF943B-11L SP/181","腰クッションなし DB脚同梱","別製品",set,222.2,"",0.97,0,0,"",""
4665,"TF943B-49 DB SP/182","TF943B-11L SP/182","腰クッションなし DB脚同梱","別製品",set,222.2,"",0.97,0,0,"",""
4666,"TF943B-49 DB SP/183","TF943B-11L SP/183","腰クッションなし DB脚同梱","別製品",set,222.2,"",0.97,0,0,"",""
4667,"CH907-50C SP/122N","CH907-50C SP/122N","only cover","別製品",set,"","","",0,0,"",""
4668,"CH907-37C SP/122N","CH907-37C SP/122N","only cover","別製品",pcs,13.9,"","",0,0,"",""
4669,"CH907-35C SP/126N","CH907-35C SP/126N","only cover(小) ","別製品",pcs,"","","",0,0,"",""
4670,"LH03-17L HSQ9066/15","LH03-0.6P HSQ9066/15","リビングハウス","別製品 布地:103100475 HSQ9066/15/BR&PK",pcs,165.4,"",0.18,0,0,"",""
4671,"CH232W-49C ｻSP/126N","CH232W-49C Only Seat Cover SP/126N","only seat cover レコルタⅡ（新仕様）","座カバーのみ",set,"","",0.0275,"","","","ｶﾊﾞｰ"
4672,"CH1072-32LSET SP/191","CH1072-30R SP/191","CU37x1 CU35x1付き","別製品",pcs,315.3,"",1.22,0,0,"",""
4673,"CH1072-32LSET SP/192","CH1072-30R SP/192","CU37x1 CU35x1付き","別製品",pcs,315.3,"",1.22,0,0,"",""
4674,"CH1072-32LSET SP/194","CH1072-30R SP/194","CU37x1 CU35x1付き","別製品",pcs,315.3,"",1.22,0,0,"",""
4675,"CH1072-32LSET SP/195","CH1072-30R SP/195","CU37x1 CU35x1付き","別製品",pcs,315.3,"",1.22,0,0,"",""
4676,"CH1072-32LSET SP/197","CH1072-30R SP/197","CU37x1 CU35x1付き","別製品",pcs,315.3,"",1.22,0,0,"",""
4677,"CH1072-32LSET SP/198","CH1072-30R SP/198","CU37x1 CU35x1付き","別製品",pcs,315.3,"",1.22,0,0,"",""
4678,"CH1072-32LSETC SP/197","CH1072-30RC SP/197","[Only Cover] CU37x1 CU35x1付き","別製品",pcs,64.2,"","",0,0,"",""
4679,"CH1072-20SET SP/180","CH1072-30N SP/180","CU37x1 CU35x1付き","別製品 ",set,300.0,"",1.22,0,0,"",""
4680,"CH1072-20SET SP/184","CH1072-30N SP/184","CU37x1 CU35x1付き","別製品 ",set,300.0,"",1.22,0,0,"",""
4681,"CH271-03C SP/192","CH271-03C SP/192","only cover","",set,79.6,"",0.0275,"","","","ｶﾊﾞｰ"
4682,"ファブリックワゴンバー","ファブリックワゴンバー","ファブリックワゴンのバー","(minimum 1000pcs)",pcs,1.1,"","",0,0,"",""
4683,"CH1122-1RC SN/02","CH1122-1RC SN/02","[ONLY COVER] ナフコユニットソファ","修正版カバー",set,"","","",0,0,"",""
4684,"CH1122-1NC SN/02","CH1122-1NC SN/02","[ONLY COVER] ナフコユニットソファ","修正版カバー",set,"","","",0,0,"",""
4685,"CH1122-0.5PC SN/03","CH1122-0.5PC SN/03","[ONLY COVER] ナフコユニットソファ","修正版カバー",set,"","","",0,0,"",""
4686,"CH1092-1NC SP/183","CH1092-1NC SP/183","[ONLY COVER] リビングハウス向け","カバーのみ",set,"","","",0,0,"",""
4687,"CH1092-11NC SP/183","CH1092-11NC SP/183","[ONLY COVER] リビングハウス向け","カバーのみ",set,"","","",0,0,"",""
4688,"CH1092-0.5C SP/183","CH1092-0.5PC SP/183","[ONLY COVER] リビングハウス向け","カバーのみ",set,"","","",0,0,"",""
4689,"CH1092-0.6PC SP/180","CH1092-0.6PC SP/180","[ONLY COVER] リビングハウス向け","修正版カバー",set,"","","",0,0,"",""
4690,"CH1092-腰クッション SP/180","CH1092-腰クッション SP/180","(中身込み）リビングハウス向け","",pcs,"","","",0,0,"",""
4691,"CH1092-腰クッションC SP/183","CH1092-腰クッションC SP/183","[ONLY COVER] リビングハウス向け","修正カバー",pcs,"","","",0,0,"",""
4692,"CH1122用連結ジョイント","CH1122用連結ジョイント","ナフコユニットソファ用連結ジョイント","",pcs,"","","",0,0,"",""
4693,"CH1071N-03C SN/02 ボディー部のみ","CH1071N-03C SN/02 ボディー部のみ","[Only Cover] ボディー部のみ","配送ダメージ交換のため至急生産お願いします。",set,"","","",0,0,"",""
4694,"布地サンプル(10cm x 10cm) VANQ-01 ｳﾞｧﾆﾗ","布地サンプル(10cm x 10cm) VANQ-01 ｳﾞｧﾆﾗ","マスキングテープで束ねて品番を明記してください。","",pcs,"","","",0,0,"",""
